smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
COC1=C(OCCCN2CCCC2)C=C2N=CN=C(OC3=C(F)C4=C(C=C3)NC(C)=C4)C2=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC2=C(OC3=CC=C4NC(C)=CC4=C3F)N=CN=C2C=C1OCCCN1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(SC3=NC(C4=CC=[N+](C)C=C4)=CS3)CSC12)C1=NSC(NP(=O)(O)O)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=C(COC(=O)N2CCC(N3CCC(=CC4=C(C(=O)[O-])N5C(=O)C(NC(=O)C(=NO)C6=NSC(N)=N6)C5SC4)C3=O)C2)OC(=O)O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(OC1=CC=C(C(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)[O-],0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=C(Cl)C(Cl)=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCOC1=CC=C(CC2=C(Cl)C=CC(C3OC(CO)C(O)C(O)C3O)=C2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC(CC1=CC=C(Cl)C=C1)C(=O)NC(CC1=CN=CC=C1)C(=O)NC(CO)C(=O)NC(CC1=CC=C(NC(=O)C2CC(=O)NC(=O)N2)C=C1)C(=O)NC(CC1=CC=C(NC(N)=O)C=C1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=C(COC(=O)C2=C(C3CCCO3)SC3C(C(C)O)C(=O)N23)OC(=O)O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)C(=O)OC1=CC=C(CO)C=C1C(CCN(C(C)C)C(C)C)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(C(=O)C1=C([O-])C2=C(Cl)C=CC=C2N(C)C1=O)C1=CC=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC1=C(NC(=O)C=CCN(C)C)C=C2C(NC3=CC(Cl)=C(OCC4=CC=CC=N4)C=C3)=C(C#N)C=NC2=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CN(C2=CC(C(F)(F)F)=CC(NC(=O)C3=CC(NC4=NC=CC(C5=CN=CC=C5)=N4)=C(C)C=C3)=C2)C=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCC2=CC4=C(C=C2C13)OCO4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCCOC1=CC=C(C(=C(CCCl)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N#CC1=CC=CC=C1C1=CC(C2=CC=CC=N2)=CN(C2=CC=CC=C2)C1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1=C(CN2CCCNCCNCCCNCC2)C=CC(CN2CCCNCCNCCCNCC2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(OCC1(C2=CC=CC=C2)CCC2(CCC(=O)N2)CN1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCSC1=NC(NC2CC2C2=CC(F)=C(F)C=C2)=C2N=NN(C3CC(OCCO)C(O)C3O)C2=N1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCC12C=CCN3CCC4(C5=CC(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(CC8=C6NC6=CC=CC=C86)C7)=C(OC)C=C5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COCCCN1CCC(NC(=O)C2=CC(Cl)=C(N)C3=C2OCC3)CC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)([O-])CI,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)N1C2=CC=CC=C2CC(O)C2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC1=C(CC)C=C2CC(NCC(O)C3=C4C=CC(=O)NC4=C(O)C=C3)CC2=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC1=CC2=C(C=C1CC)CC(NCC(O)C1=CC=C(O)C3=C1C=CC(=O)N3)C2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C(O)C1=CC=CC(C2=NOC(C3=CC=CC=C3F)=N2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NC1=NC(N2C=C(C(=O)O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C32)=C(F)C=C1F,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CC=CC(C2=C(C)N(CC3=C(C(F)(F)F)C=CC=C3F)C(=O)N(CC(NCCCC(=O)O)C3=CC=CC=C3)C2=O)=C1F,0,0,0,1,0,0,0,0,0,0,0,0,0,0
COC1=CC=CC(C2=C(C)N(CC3=C(F)C=CC=C3C(F)(F)F)C(=O)N(CC(NCCCC(=O)[O-])C3=CC=CC=C3)C2=O)=C1F,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(C=C3)OC(C)(C)C(=O)N4COP(=O)(O)O)=N2)=CC(OC)=C1OC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)N(COP(=O)([O-])[O-])C4=N3)=N2)=CC(OC)=C1OC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCC(C)(C)C2=C1C=C(C=CC1=CC=C(C(=O)O)C=C1)C(CN1C=CC=N1)=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)NCC1CC1C1=C2CCOC2=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(NN1C(=O)C2C3C=CC(C4CC34)C2C1=O)C1=CC=C(C(F)(F)F)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC1=C(C(=O)OC2C(C)OC(OCC3=CC=CCC(O)C(C)=CC(CC)C(OC4OC(C)(C)C(OC(=O)C(C)C)C(O)C4O)C(C)=CC(C)=CCC(C(C)O)OC3=O)C(OC)C2O)C(O)=C(Cl)C(O)=C1Cl,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC(CC1=CC=C2C=CC=CC2=C1)C(=O)NC(CC1=CC=C(Cl)C=C1)C(=O)NC(CC1=CC=CN=C1)C(=O)NC(CO)C(=O)NC(CC1=CC=C(NC(=O)C2CC(=O)NC(=O)N2)C=C1)C(=O)NC(CC1=CC=C(NC(N)=O)C=C1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC(C(O)CO)C1OC(C(=O)O)=CC(N=C(N)N)C1NC(C)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1=NC(CC(=O)NC2=CC=C(CCNCC(O)C3=CC=CC=C3)C=C2)=CS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NC(=O)C1=NC(F)=CNC1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNC1=NC=C(C2=C(C)C3=C(C=C2)C(=O)C(C(=O)O)=CN3C2CC2)C=C1C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1CCC2=C(C1)SC(C(=O)NC1CC(C(=O)N(C)C)CCC1NC(=O)C(=O)NC1=CC=C(Cl)C=N1)=N2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCCCCCCC(=O)OCC(O)C(OC)C1OC(C(=O)O)=CC(N=C(N)N)C1NC(C)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
[O-][Cl+][O-],0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C2=CC=CC=C2C2=NOC(=O)N2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC#CCN1C(N2CCCC(N)C2)=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(N(C)C)C=C3)CC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC2=C(C=C1)C=C(C(C)C(=O)OCCCCO[N+](=O)[O-])C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOCCN1C(C2CCN(CCC3=CC=C(C(C)(C)C(=O)O)C=C3)CC2)=NC2=CC=CC=C21,0,0,0,0,0,0,1,0,0,1,0,0,0,0
COC(=O)N(C)C1=C(N)N=C(C2=NN(CC3=CC=CC=C3F)C3=C2C=CC=N3)N=C1N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CC=C(C2OC(CO)C(O)C(O)C2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)C(C)C12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OC1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNC1=CC=C(C=CC2=CN=C(OCCOCCOCCF)C=C2)C=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)C3=CC=CC=C3C3=CC=CC=C32)CC1)C1=CC=CC=C1C1=CC=C(C(F)(F)F)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C)C1=C2CC3CC4C(N(C)C)C(=O)C(C(N)=O)=C(O)C4(O)C(=O)C3=C(O)C2=C(O)C(CNCC(C)(C)C)=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=CC=NC=C1C2=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1C=NC2=C1C=C(C(=O)NOCCO)C(NC1=C(Cl)C=C(Br)C=C1)=C2F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C1=CC2=C(C=C1)N=C(C1=CC(Cl)=CC(Cl)=C1)O2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC=C2N=C(C3=CC(Cl)=CC(Cl)=C3)OC2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1N=NC(C2=NC=C(C3=C(F)C=C(N4CC(CO)OC4=O)C=C3)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1N=NC(C2=NC=C(C3=C(F)C=C(N4CC(COP(=O)(O)O)OC4=O)C=C3)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(N(C)C)C=C3)CC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N#CC1=CC2=C(C=C1)NC=C2CCCCN1CCN(C2=CC3=C(C=C2)OC(C(N)=O)=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N#CC1=CC=C2NC=C(CCCCN3CCN(C4=CC=C5OC(C(N)=O)=CC5=C4)CC3)C2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C4=CN=CC=C4)=CCC32)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[C-]#[O+],0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1CCC2=C(C1)SC(C(=O)NC1CC(C(=O)N(C)C)CCC1NC(=O)C(=O)NC1=NC=C(Cl)C=C1)=N2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC1=CC(C=CC#N)=CC(C)=C1NC1=NC(NC2=CC=C(C#N)C=C2)=NC=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN(C)CC=CC(=O)NC1=C(OC2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC(NC2=C(C#N)C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)=C(Cl)C=C1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(C1=C(F)C=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1)N1CCN(C(=O)C2CC2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C1=C(Cl)C=CC(F)=C1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN(C)CC=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OC1CCOC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC1=C2CCCCC2=NC2=C1CCC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)C2=CC=CC=C2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C3=CC=CC=C3)C(C)=C1C2(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC1=CC=C(CC2=CC(C3OC(CO)C(O)C(O)C3O)=CC=C2Cl)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=CC1=NC=C(C2=CC(F)=CC=C2)C=C1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=CC1=CC=C(C2=CC=CC(F)=C2)C=N1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O=C(NN=CC(O)C(O)C(O)C(O)C(=O)[O-])C1=CC=NC=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1CCN(C(=O)CC#N)CC1N(C)C1=NC=NC2=C1C=CN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1(COC2=CC=C(N3CCC(OC4=CC=C(OC(F)(F)F)C=C4)CC3)C=C2)CN2C=C([N+](=O)[O-])N=C2O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCOC(=O)C1=CC(=O)C2=C(OCC(COC3=CC=CC4=C3C(=O)C=C(C(=O)OCC)O4)OC(=O)C(N)CCCCN)C=CC=C2O1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCSC12)C1=CSC(NC(=O)C(C)N)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,0,0,1,0,0,1,1,1,0,0,0,0,0
CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC1=C(C(C2=CC=CC=C2)C(O)(CCN(C)C)C2=CC=CC3=CC=CC=C23)C=C2C=C(Br)C=CC2=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=NC2=CC=C(Br)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN(C)C(=O)NC1CCC(CCN2CCN(C3=CC=CC(Cl)=C3Cl)CC2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1=NC(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COC1=C(NC(=O)C=CCN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCCCCC(=O)NC(CN1CCCC1)C(O)C1=CC2=C(C=C1)OCCO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCC(=O)NC(CN1CCCC1)C(O)C1=CC=C2OCCOC2=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)C1=C(O)C=C(NC(=O)C2=CNC3=CC=CC=C3C2=O)C(C(C)(C)C)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COC1=CC2=NC=CC(OC3=CC(Cl)=C(NC(=O)NC4CC4)C=C3)=C2C=C1C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC2=NC=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=CC=CC=C12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C([O-])CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=CC=CC=C12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CN(C)C1=CC(CNCC(C)(C)C)=C(O)C2=C1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=C(C#CC2=CN=C3C=CC=NN23)C=C(C(=O)NC2=CC(C(F)(F)F)=C(CN3CCN(C)CC3)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN4C(=N3)SC3=C4C=CC(OCCN4CCOCC4)=C3)C=C2)=NO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN4C(=N3)SC3=CC(OCCN5CCOCC5)=CC=C34)C=C2)=NO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(C=CC#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C#N)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N#CCC(C1CCCC1)N1C=C(C2=C3C=CNC3=NC=N2)C=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N#CCC(C1CCCC1)N1C=C(C2=NC=NC3=C2C=CN3)C=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCN3C=C(C4=CC(N)=CC=C4)N=N3)C(=O)OC12C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=NN(C2=CC(Cl)=CC=C2C(OC2=NC(N)=NC(C3=CC=C(CC(N)C(=O)O)C=C3)=C2)C(F)(F)F)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C(N)CC1=CC=C(C2=CC(OC(C3=CC=C(Cl)C=C3N3C=CC(C)=N3)C(F)(F)F)=NC(N)=N2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC1OC(N2C=CC(=O)NC2=O)C(OC(C)=O)C1OC(C)=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)C1=CC(Cl)=C(C(=O)NC2=CC(C3=CC=CC=N3)=C(Cl)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=CN=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=N1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=C2C=C(C2=CC=C(Cl)C=C2)C=N3)=C(F)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN(C)C(=O)NC1CCC(CCN2CCN(C3=C(Cl)C(Cl)=CC=C3)CC2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNC1=CC=C(C=CC2=CC=C(OCCOCCOCCF)C=C2)C=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1C(C2=CC=C(I)C=C2)CC2CCC1N2CCCF,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)C=C(C(C)C(=O)OCCS(C)(=O)=O)C=C2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
CC1=C(CCNCC2=CC=C(C=CC(=O)NO)C=C2)C2=CC=CC=C2N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC=C(CC(C)(C)NCC(O)C2=CC(O)=CC3=C2OCC(=O)N3)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C=C1CCN(C(C)C(O)(CN2C=NC=N2)C2=C(F)C=C(F)C=C2)CC1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3Cl)=C(C(=O)NOCCO)C=C21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCOC1=C(C2=NC3=C(C(=O)N2)N(C)N=C3CCC)C=C(S(=O)(=O)NCCC2CCCN2C)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3)=C2C=C1OC,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)(C)C1=NC(C2=C(F)C(NS(=O)(=O)C3=C(F)C=CC=C3F)=CC=C2)=C(C2=NC(N)=NC=C2)S1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC(=O)NC(C(=O)N1CCCC1C1=NC=C(C2=CC=C(C3=CC=C(C4=CN=C(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)N4)C=C3)C=C2)N1)C(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1CCOC2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNCC1=CC=C(C2=C3CCNC(=O)C4=C3C(=CC(F)=C4)N2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=C(C)C2=C(C=C1)C(OC1CC3C(=O)NC4(C(=O)NS(=O)(=O)C5CC5)CC4C=CCCCCN(C)C(=O)C3C1)=CC(C1=NC(C(C)C)=CS1)=N2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C=CC1CC1(NC(=O)C1CC(OC2=NC=C(OC)C3=C2C=C(Cl)C=C3)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)C1=NC(C2=CC=CC(NS(=O)(=O)C3=C(F)C=CC=C3F)=C2F)=C(C2=CC=NC(N)=N2)S1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1CCOC2CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=C(C2=CC=C(OC(F)(F)F)C=C2)C=CC=C1C(=O)NC1=CN=C(N2CC(C)OC(C)C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(NC(=O)CNC(=O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
